"","ID_2","ID_1","ID_0","duration","lati","long","Q1","Q2","gender","age","taking_freq","posting_freq","editing_app_freq","Heightinmeter","BMI","height","weight","num_taken","num_posted","SNS_1_Wechat","SNS_2_Weibo","SNS_3_Douyin","check_sns","SNS_4_XHS","SNS_5_QQ","ed1_cropping","ed2_brightness","ed3_exposure","ed4_filter","ed5_colortoblack","ed6_retouch","ed7_whiten","ed8_complexion","ed9_slimface","ed10_acne","ed11_bigeyes","ed12_auto","bd1_face","bd2_hair","bd3_upper","bd4_stomach","check_bd","bd5_lower","bd6_muscle","bd7_weight","bd8_height","bd9_overall","obj_1","obj_2","obj_3","obj_4","obj_5","obj_6","obj_7","check_obj","obj_8","obj_9","obj_10","obj_11","obj_12","obj_13","obj_14","obj_15","obj_16","obj_17","cosm_1","cosm_2","cosm_3","cosm_4","cosm_5","facesur_1","facesur_2","facesur_3","facesur_4","facesur_5","facesur_6","facesur_7","facesur_8","bsur_1","bsur_2","bsur_3","bsur_4","bsur_5","check_bsur","bsur_6","bsur_7","bsur_8","invst_1","invst_2","invst_3","invst_4","invst_5","invst_6","invst_7","invst_8","intlz_1","intlz_2","intlz_3","intlz_4","intlz_5","intlz_6","intlz_7","intlz_8","intlz_9","check_intlz","intlz_10","intlz_11","intlz_12","intlz_13","intlz_14","intlz_15","nar1","nar2","nar3","nar4","nar5","nar6","nar7","nar8","nar9","nar10","nar11","nar12","nar13","nar14","nar15","nar16","nar17","nar18","nar19","nar20","Q31"
"116",116,53,302,"607","39.142303466796875","117.172607421875","3",NA,"1","3","3","3","3",1.63,18.8189243102864,163,"50","3","2","4","2","2","5","2","1","2","2","2","4","2","4","3","4","2","1","3","4","4","3","3","4","5","4","4","4","4","4","5","6","6","6","5","6","5","7","6","6","6","6","6","6","6","5","5","5","3","4","2","3","4","3","3","3","4","3","3","3","3","3","4","4","3","3","1","3","3","4","4","3","3","3","3","3","3","3","4","4","3","4","3","2","3","3","3","4","3","3","3","3","3","3","3","3","3","4","3","3","2","3","3","3","3","3","3","3","3","3","2","3","3","3","1731717"
"61",61,170,379,"457","23.11669921875","113.25","3",NA,"1","2","4","4","4",1.71,18.8092062514962,171,"55","4","2","6","6","4","5","1","1","4","2","2","5","3","5","5","4","4","4","4","4","4","2","4","4","5","2","2","4","4","4","7","7","7","6","6","6","7","7","5","6","5","5","5","7","7","7","7","5","1","1","5","1","3","4","4","3","3","4","4","3","3","2","3","3","3","3","1","4","2","2","4","2","2","2","3","4","2","4","3","3","3","4","3","3","4","3","5","4","3","4","5","2","3","2","3","4","3","4","4","4","3","4","4","4","4","4","4","4","3","3","3","4","4","4","1845153"
"196",196,189,59,"575","44.583297729492188","129.60000610351563","3",NA,"1","3","5","7","5",1.68,18.7783446712018,168,"53","16","8","3","1","3","5","1","1","2","4","4","5","2","5","5","5","5","5","3","5","2","4","4","2","5","2","2","2","4","2","7","6","5","7","7","7","5","7","7","7","7","5","7","7","6","7","7","4","4","5","1","5","5","5","5","5","1","5","5","5","1","1","2","2","1","4","1","4","2","2","2","4","4","3","4","5","2","4","5","5","1","5","1","1","5","5","5","4","1","1","5","2","5","5","5","4","5","5","4","5","5","4","4","4","4","5","5","5","5","5","4","4","4","4","385296"
"4",4,191,67,"445","36.0570068359375","103.83990478515625","3",NA,"1","3","4","5","4",1.6,18.75,160,"48","5","2","3","1","2","5","2","2","4","3","3","4","4","3","4","3","4","3","4","3","4","3","4","4","5","4","3","4","2","3","7","6","5","6","6","5","5","7","6","5","5","6","7","6","6","4","6","3","3","4","2","4","5","4","5","3","2","4","3","4","3","2","2","4","3","4","1","2","4","4","4","5","4","4","2","4","3","4","4","5","2","4","1","2","4","5","4","4","2","1","4","3","4","5","4","5","4","4","5","3","2","4","4","4","4","5","4","4","5","4","4","5","4","4","431105"
"80",80,193,173,"675","22.533294677734375","114.13330078125","3",NA,"1","3","5","4","4",1.6,18.75,160,"48","7","3","2","4","3","5","3","1","2","3","3","4","2","4","2","2","2","4","1","1","3","2","4","4","5","2","2","3","3","2","6","4","5","5","6","5","4","7","5","6","6","5","6","6","4","6","6","4","2","2","3","3","4","4","4","4","2","2","2","2","4","2","4","4","2","4","1","3","2","4","4","2","2","2","3","4","2","4","4","4","2","4","2","2","4","2","4","4","4","3","4","3","4","3","2","3","3","4","2","2","2","3","3","2","3","3","4","3","2","2","4","3","3","2","489068"
"173",173,61,77,"1239","31.044906616210938","121.40121459960938","3",NA,"1","3","3","3","2",1.6,18.75,160,"48","4","1","2","6","5","5","1","1","3","3","4","4","2","4","5","5","4","4","3","3","4","4","2","4","5","2","3","4","3","4","7","5","6","6","7","7","5","7","7","7","7","7","6","6","7","7","7","5","1","2","4","3","4","3","3","2","4","3","2","3","4","3","4","5","4","3","1","4","2","3","3","4","3","3","4","5","4","3","4","4","3","4","3","2","4","3","4","4","3","2","3","4","3","4","4","3","3","4","3","3","4","4","4","3","4","3","4","4","3","3","3","3","3","4","1744302"
"115",115,52,249,"714","39.142303466796875","117.172607421875","3",NA,"1","3","4","3","3",1.65,18.732782369146,165,"51","2","2","3","2","2","5","3","2","2","3","2","4","2","4","4","4","1","2","3","4","3","4","4","4","5","3","3","4","4","4","5","4","5","5","5","5","5","7","6","5","5","5","6","5","5","5","5","4","3","3","3","3","4","4","4","4","3","3","3","3","3","3","4","4","3","3","1","4","4","4","4","4","3","3","3","4","3","3","4","4","3","4","2","2","3","3","3","4","3","3","3","3","4","3","3","3","3","3","3","2","3","3","3","3","3","3","3","3","3","3","2","3","3","3","1731671"
"134",134,69,222,"574","32.06170654296875","118.77780151367188","3",NA,"1","2","4","7","5",1.76,18.724173553719,176,"58","8","3","2","4","1","5","2","3","4","4","4","4","3","5","5","5","5","5","2","3","2","2","2","2","5","2","2","2","5","2","7","7","7","7","7","7","4","7","6","7","7","7","7","7","7","7","7","7","4","4","2","5","5","4","3","4","4","4","4","4","2","2","1","3","1","4","1","4","2","4","2","5","5","5","5","5","2","4","5","5","1","5","1","2","5","5","5","4","1","5","5","2","5","5","5","3","5","5","3","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","1769143"
"78",78,158,296,"1314","22.533294677734375","114.13330078125","3",NA,"1","2","4","3","3",1.5,18.6666666666667,150,"42","16","2","6","4","4","5","3","1","3","2","2","5","2","3","4","3","2","2","2","3","4","4","2","4","5","2","3","4","1","2","7","5","6","5","5","7","7","7","7","7","5","7","7","6","7","5","5","6","4","2","3","4","1","4","4","4","2","4","4","4","2","2","4","4","2","4","1","4","2","4","2","4","2","4","4","4","2","4","4","5","1","4","1","1","4","4","4","4","2","1","4","5","5","5","4","3","4","4","3","2","2","4","3","3","2","3","5","3","2","2","2","2","3","4","1845024"
"68",68,1,185,"544","22.533294677734375","114.13330078125","3",NA,"1","2","2","2","2",1.58,18.6268226245794,158,"46.5","1","1","6","6","1","5","1","2","3","2","2","4","2","3","3","3","2","3","1","3","2","2","2","2","5","2","3","3","3","2","7","7","6","6","7","6","5","7","4","5","6","4","4","5","6","6","6","5","1","1","5","1","1","2","2","2","2","2","2","2","4","4","4","4","4","2","1","2","4","4","2","4","4","2","4","4","4","2","2","2","4","4","4","4","4","2","4","4","4","2","4","1","2","4","2","2","3","4","2","1","4","2","3","1","2","2","2","3","4","2","4","1","1","3","1003372"
"81",81,95,79,"1046","22.25","114.16668701171875","3",NA,"1","2","4","3","4",1.61,18.5178040970642,161,"48","11","2","3","5","1","5","4","1","4","4","4","4","3","4","4","4","2","2","2","4","2","2","3","1","5","2","2","3","2","2","7","5","6","4","6","6","5","7","5","6","6","6","5","6","6","6","6","5","4","4","3","3","4","4","2","2","4","4","4","4","2","1","2","3","2","4","1","4","2","4","2","4","3","4","4","4","2","4","3","3","2","4","2","2","4","4","4","4","2","2","4","4","4","4","3","2","3","4","3","2","3","3","3","3","3","3","4","4","4","3","4","2","2","3","1812531"
"41",41,108,142,"550","26.888107299804688","112.614990234375","3",NA,"1","3","4","4","4",1.66,18.5077660037741,166,"51","4","1","5","4","2","5","4","3","2","3","3","5","3","4","4","2","5","2","4","4","3","2","2","3","5","5","3","2","4","4","6","7","6","5","7","5","4","7","6","5","7","4","5","6","5","5","7","5","3","4","3","4","4","4","4","5","2","4","4","5","2","2","4","3","2","4","1","4","2","3","2","4","4","4","5","5","2","4","4","3","3","4","4","4","3","2","4","4","4","4","3","2","4","2","4","3","4","2","3","4","5","3","4","3","3","4","4","4","4","3","5","3","3","4","1837187"
"5",5,10,280,"499","30.666702270507813","104.06671142578125","3",NA,"1","2","3","3","3",1.65,18.3654729109275,165,"50","6","1","2","6","6","5","1","1","2","4","2","5","2","3","4","4","2","2","2","4","3","3","3","4","5","3","3","4","4","4","6","5","5","4","5","6","5","7","5","5","5","5","6","6","6","6","5","4","2","2","4","3","4","2","1","2","4","4","2","1","4","3","4","4","4","2","1","3","4","4","3","4","2","4","3","4","2","4","2","3","4","4","4","4","4","2","4","4","4","4","4","2","2","2","4","3","3","2","3","2","2","4","4","3","3","3","3","4","3","3","4","3","3","3","1272374"
"40",40,25,338,"758","26.888107299804688","112.614990234375","3",NA,"1","2","6","5","4",1.65,18.3654729109275,165,"50","11","11","6","5","4","5","3","2","3","4","4","5","2","5","5","5","4","5","5","5","4","4","4","3","5","4","4","2","4","3","6","4","5","4","5","5","5","7","5","5","4","4","5","5","4","5","4","4","3","4","3","4","4","2","2","3","3","3","3","3","3","2","3","3","3","3","1","2","4","5","3","5","2","4","4","5","3","4","4","4","2","5","1","2","5","3","5","4","3","2","4","4","4","4","3","3","4","3","3","2","3","5","5","3","4","4","5","4","4","4","3","3","4","4","1595183"
"108",108,190,304,"2741","39.50970458984375","116.6947021484375","3",NA,"1","3","6","7","4",1.65,18.3654729109275,165,"50","17","12","6","5","2","5","5","2","3","3","4","4","2","4","4","5","4","3","4","4","4","4","4","2","5","4","3","4","4","4","7","5","5","4","5","5","4","7","5","5","5","5","6","6","6","6","6","5","3","4","1","3","4","2","4","4","2","3","3","2","2","2","4","4","2","3","1","3","4","4","4","2","1","4","4","4","2","4","4","4","1","4","1","1","4","4","4","4","1","2","4","2","4","4","4","4","5","4","4","4","3","4","4","4","4","4","4","4","3","4","2","4","4","4","420366"
"145",145,102,153,"687","30.29400634765625","120.16189575195313","3",NA,"1","2","6","7","5",1.65,18.3654729109275,165,"50","31","10","3","3","4","5","2","1","4","4","3","5","2","5","5","5","5","5","4","5","4","2","2","2","5","4","2","4","4","2","6","6","4","7","5","6","4","7","3","6","6","2","6","5","5","5","5","1","3","4","3","3","4","4","4","4","2","4","4","4","1","1","4","4","2","4","1","4","2","3","1","5","4","4","4","4","1","4","4","4","2","5","2","2","5","4","4","4","2","2","4","4","4","4","4","3","4","4","3","4","2","2","3","3","4","4","4","3","4","4","4","4","3","4","1831906"
"183",183,46,361,"725","38.912200927734375","121.60220336914063","3",NA,"1","3","6","7","5",1.65,18.3654729109275,165,"50","6","4","5","5","4","5","3","3","2","3","3","4","2","3","5","5","4","5","4","5","4","2","2","5","5","4","4","5","2","4","7","6","7","6","7","7","6","7","6","6","6","7","6","6","6","7","6","6","4","4","1","4","5","4","5","4","2","4","4","4","2","2","2","2","2","4","1","4","2","2","2","4","4","4","4","4","2","4","4","4","2","4","2","2","4","4","4","4","2","1","4","4","4","4","4","4","4","5","4","4","4","5","5","4","5","5","4","5","5","4","4","5","5","5","1702288"
"62",62,173,404,"823","23.11669921875","113.25","3",NA,"1","2","4","4","4",1.6,18.359375,160,"47","7","2","6","2","5","5","2","1","5","2","1","3","2","1","3","1","2","1","1","5","3","2","3","2","5","3","4","3","4","3","7","7","6","5","7","7","7","7","6","6","7","5","5","6","7","7","7","3","2","1","4","1","2","4","2","1","2","3","3","4","3","2","3","3","2","4","1","4","2","5","2","4","2","3","4","5","2","5","3","4","4","4","3","2","1","1","1","4","4","4","2","2","2","2","4","3","4","2","3","2","2","3","3","3","4","4","3","2","4","2","4","2","2","3","1845184"
"22",22,80,154,"644","29.556900024414063","106.5531005859375","3",NA,"1","2","4","5","5",1.61,18.3249103043864,161,"47.5","4","2","4","1","1","5","4","2","2","4","3","4","3","4","3","3","4","3","4","2","4","4","4","3","5","3","3","2","3","4","7","6","5","5","6","6","6","7","6","7","6","5","5","6","6","7","6","5","3","4","3","3","3","4","3","4","2","3","4","4","2","2","2","4","2","4","1","4","2","4","4","2","2","3","4","4","4","2","3","3","4","4","2","2","2","2","2","4","4","4","2","2","2","2","4","3","4","3","3","3","2","3","4","4","4","3","4","3","4","3","3","3","3","4","1785163"
"133",133,41,165,"750","32.06170654296875","118.77780151367188","3",NA,"1","3","6","2","3",1.62,18.2898948331047,162,"48","10","2","3","1","5","5","3","1","2","2","2","4","2","3","3","3","2","4","3","3","3","2","3","2","5","3","2","4","3","3","4","6","5","5","6","5","5","7","5","4","5","6","5","6","4","5","5","4","4","4","2","5","5","4","4","5","2","3","3","3","4","2","2","3","2","4","1","3","2","2","2","5","4","4","5","4","1","4","3","3","4","3","4","3","2","2","3","4","3","4","2","2","3","3","2","3","4","3","2","3","3","3","3","2","3","2","4","3","4","3","3","2","2","3","1683400"
"174",174,84,347,"800","31.044906616210938","121.40121459960938","3",NA,"1","3","6","7","5",1.62,18.2898948331047,162,"48","21","11","6","6","5","5","3","2","4","5","3","5","2","5","5","5","4","5","2","4","4","5","4","2","5","5","4","4","2","4","7","6","5","6","6","5","3","7","5","6","7","6","6","6","5","6","6","3","4","5","1","4","5","4","4","4","2","4","4","4","2","2","3","4","2","4","1","4","2","4","4","4","2","4","4","4","2","4","4","4","2","4","2","2","4","4","4","4","2","2","4","4","4","4","4","3","4","4","3","3","2","4","5","3","4","4","4","5","4","4","3","3","4","3","1788987"
"57",57,141,81,"1132","23.11669921875","113.25","3",NA,"1","3","4","5","3",1.56,18.0802103879027,156,"44","4","2","6","6","4","5","3","2","3","2","1","4","1","4","3","2","2","2","2","4","4","5","2","5","5","5","4","5","2","4","7","6","7","5","6","5","3","7","5","6","6","5","6","6","7","6","7","4","3","4","3","3","4","2","2","2","2","2","4","2","2","1","2","4","2","1","1","2","2","4","4","4","1","2","2","4","4","4","2","2","2","5","2","2","2","1","1","4","2","4","2","4","4","4","2","3","4","4","3","1","2","4","3","2","2","2","5","4","4","4","2","1","1","2","1844788"
"159",159,63,228,"554","36.065994262695313","120.369384765625","3",NA,"1","2","4","3","3",1.65,18.0716253443526,165,"49.2","6","2","2","6","3","5","2","5","3","4","4","5","2","4","5","5","5","4","4","5","4","4","3","5","5","2","3","2","4","4","5","7","5","4","6","3","5","7","4","5","5","3","3","6","4","4","7","2","3","4","2","5","5","3","2","3","2","2","3","2","2","2","2","2","3","1","1","3","4","2","2","4","3","5","3","5","4","2","4","3","2","4","2","3","4","3","5","4","3","2","4","2","3","4","3","3","4","4","3","2","1","3","3","3","2","1","4","3","2","4","3","4","3","5","1751768"
"97",97,104,100,"733","39.928802490234375","116.38888549804688","3",NA,"1","2","6","7","4",1.63,18.066167337875,163,"48","10","4","5","3","5","5","3","1","3","4","3","4","3","4","4","4","4","4","3","4","4","4","3","4","5","2","2","4","4","4","5","6","4","6","6","5","5","7","4","6","5","5","6","6","5","6","5","5","4","4","2","4","4","4","4","5","4","4","4","4","2","2","3","2","2","4","1","4","2","2","4","4","3","4","4","4","2","4","5","4","2","4","3","2","4","4","4","4","2","2","5","3","4","4","4","4","4","4","3","4","3","4","4","4","4","4","4","5","4","4","4","4","4","5","1833243"
"14",14,133,355,"715","31.766693115234375","104.71670532226563","3",NA,"1","2","3","5","4",1.58,18.0259573786252,158,"45","3","2","2","1","2","5","2","1","2","3","2","4","2","3","4","4","2","3","1","3","4","2","4","4","5","4","4","4","2","4","6","5","6","6","6","5","5","7","5","6","7","6","7","7","5","6","6","5","3","3","3","2","2","4","4","4","2","4","4","4","4","2","3","3","2","4","1","4","2","3","2","4","4","4","4","4","2","4","2","4","2","4","2","3","4","4","4","4","2","2","4","5","4","4","4","3","4","4","3","2","4","4","4","3","3","3","4","4","4","4","4","4","3","4","1844440"
"28",28,34,257,"818","22.813705444335938","108.31460571289063","3",NA,"1","3","6","7","4",1.58,18.0259573786252,158,"45","13","11","4","5","6","5","4","3","4","5","4","5","3","4","5","5","4","5","5","4","4","5","4","2","5","2","4","4","2","4","7","6","7","5","7","7","5","7","6","7","7","6","7","6","6","7","6","5","4","4","3","5","4","4","5","4","2","5","5","5","1","1","2","3","2","4","1","3","2","3","5","1","2","4","2","4","4","5","5","4","2","4","1","1","5","4","4","4","2","3","4","4","5","4","4","4","5","4","5","2","2","5","3","5","4","5","5","4","4","5","4","3","4","5","1643354"
"181",181,96,396,"2376","29.878204345703125","121.54949951171875","3",NA,"1","3","4","4","4",1.58,18.0259573786252,158,"45","4","2","6","3","4","5","2","5","4","4","4","4","3","5","5","4","3","2","3","4","3","3","3","3","5","2","2","3","3","3","6","4","4","4","4","5","4","7","4","5","5","5","4","4","5","5","5","5","3","3","3","4","4","2","2","2","2","3","3","4","2","2","3","2","3","4","1","4","2","2","4","4","2","3","4","4","2","4","3","4","2","4","2","2","4","4","4","4","2","2","4","4","4","3","3","4","4","4","3","2","3","4","3","3","3","3","4","4","3","4","4","4","4","4","1816435"
"74",74,62,58,"492","22.533294677734375","114.13330078125","3",NA,"1","3","4","5","4",1.6,17.96875,160,"46","2","2","6","3","3","5","3","3","3","3","3","4","2","4","4","4","3","3","3","3","3","2","3","3","5","3","3","3","3","3","6","6","6","6","7","6","5","7","5","5","6","5","5","5","5","5","6","5","4","4","2","4","4","4","4","4","2","4","4","4","2","2","2","2","2","4","1","4","2","2","4","2","2","4","4","4","2","4","4","4","2","4","2","2","4","4","4","4","2","2","4","4","4","4","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","1748494"
"163",163,75,101,"689","31.304092407226563","120.59539794921875","3",NA,"1","3","4","5","3",1.6,17.96875,160,"46","3","2","3","2","3","5","2","2","3","3","3","3","2","3","3","3","2","2","2","4","3","2","2","2","5","2","3","3","2","2","7","6","7","6","6","6","5","7","7","6","6","6","6","6","7","6","6","6","1","1","5","1","2","4","4","4","2","4","4","4","2","2","2","2","2","4","1","4","2","2","4","2","2","2","4","4","2","4","4","4","1","4","3","1","5","4","4","4","2","2","4","4","4","4","4","3","4","4","3","4","4","4","4","3","4","4","4","4","4","3","4","4","4","3","1776103"
"21",21,73,74,"831","29.556900024414063","106.5531005859375","3",NA,"1","3","6","8","5",1.55,17.89802289282,155,"43","33","19","4","5","6","5","4","1","3","4","4","5","3","5","5","4","3","5","3","5","2","2","4","2","5","2","4","4","2","2","7","7","6","6","7","6","7","7","7","7","7","5","7","7","6","7","7","5","4","4","2","3","3","4","4","4","2","4","4","4","2","2","2","2","2","4","1","4","2","2","2","4","3","4","4","4","2","4","5","5","1","5","1","1","4","4","4","4","2","1","4","5","5","5","2","3","4","4","2","3","2","3","4","4","4","4","4","4","2","2","2","3","2","3","1774338"
"76",76,115,242,"623","22.533294677734375","114.13330078125","3",NA,"1","2","4","2","2",1.55,17.89802289282,155,"43","4","2","3","2","1","5","1","1","2","1","1","3","1","3","4","2","2","3","1","4","3","4","4","4","5","2","4","4","2","3","7","4","6","4","6","6","5","7","6","5","5","5","6","3","6","6","4","5","2","2","3","3","4","2","2","4","2","2","2","2","3","2","3","2","3","2","1","4","2","3","3","2","1","4","4","4","4","2","4","4","2","4","2","2","2","2","2","4","3","4","3","4","2","3","3","3","4","4","2","2","2","3","2","2","2","3","4","3","4","2","4","2","2","3","1838442"
"153",153,159,301,"1062","31.570693969726563","120.28750610351563","3",NA,"1","2","4","4","4",1.64,17.8465199286139,164,"48","17","4","3","3","5","5","1","1","3","3","2","4","2","4","5","4","4","3","2","2","4","4","4","2","5","2","1","4","4","4","7","5","6","5","6","7","5","7","5","6","6","5","6","7","7","6","6","6","1","1","4","1","1","3","2","3","3","3","2","3","4","4","4","4","4","2","1","3","3","4","2","4","4","2","4","4","2","4","4","2","3","4","3","4","3","2","3","4","4","4","3","3","3","4","3","3","4","2","3","2","3","4","4","4","5","4","4","4","4","4","5","3","4","4","1845031"
"182",182,164,321,"993","29.878204345703125","121.54949951171875","3",NA,"1","3","3","4","4",1.5,17.7777777777778,150,"40","1","1","4","4","4","5","1","1","2","3","3","4","3","4","4","4","2","4","2","3","4","4","4","4","5","2","2","3","2","3","5","5","4","4","7","6","4","7","4","6","7","4","6","5","5","5","5","3","2","2","4","2","1","4","3","4","2","4","3","4","2","2","2","2","3","3","1","3","2","2","2","4","3","4","4","4","2","4","4","4","2","4","2","2","4","3","4","4","3","3","4","3","3","3","3","3","3","3","2","2","2","3","4","2","4","4","3","4","4","2","4","2","3","2","1845061"
"49",49,126,187,"1178","23.028701782226563","113.13409423828125","3",NA,"1","2","2","3","3",1.56,17.6692965154504,156,"43","1","1","6","4","6","5","2","1","3","2","2","3","2","3","2","2","3","2","2","2","4","3","4","4","5","4","2","4","2","4","7","7","7","6","6","7","7","7","6","7","6","7","4","4","5","4","4","4","2","4","4","3","3","4","2","4","2","4","4","4","2","2","3","4","4","2","1","2","2","3","4","4","3","2","4","4","2","4","3","3","3","3","4","2","2","1","2","4","5","5","4","2","1","2","1","2","3","1","1","1","1","2","1","2","1","1","2","3","3","3","2","2","2","2","1843020"
"193",193,5,401,"1086","47.340896606445313","123.96038818359375","3",NA,"1","3","4","5","3",1.65,17.6308539944904,165,"48","2","2","4","2","1","5","1","2","3","3","2","5","1","5","4","4","3","4","2","5","5","2","3","4","5","3","5","4","3","4","6","5","7","6","7","6","6","7","6","5","7","6","7","6","5","6","4","6","2","3","5","3","4","2","2","2","5","4","4","4","2","5","2","4","3","2","1","2","4","4","5","2","1","4","3","3","4","2","3","2","4","3","5","4","3","2","2","4","4","4","2","2","2","1","4","4","2","2","3","2","2","3","4","4","3","4","2","4","3","3","4","3","3","4","1095238"
"13",13,185,329,"773","30.666702270507813","104.06671142578125","3",NA,"1","3","5","5","3",1.6,17.578125,160,"45","6","3","3","4","3","5","3","2","3","4","4","5","2","4","3","4","5","4","3","3","4","2","3","4","5","3","2","4","2","3","5","6","4","6","5","4","6","7","5","4","5","6","6","5","4","6","5","4","3","4","3","4","4","4","5","5","4","4","5","4","2","2","2","3","2","4","1","4","2","2","2","4","3","4","4","5","3","3","4","5","2","4","2","2","4","5","5","4","2","2","4","4","4","4","3","4","4","5","4","3","3","4","3","4","3","4","5","3","3","4","2","4","4","4","2161290"
"20",20,28,90,"610","29.556900024414063","106.5531005859375","3",NA,"1","3","6","8","4",1.6,17.578125,160,"45","121","88","5","5","6","5","4","4","4","4","4","4","3","4","4","4","4","4","4","3","4","4","4","4","5","4","4","4","4","4","7","6","6","6","6","6","6","7","6","6","6","5","6","6","6","6","6","6","4","4","3","4","4","4","3","3","3","3","3","3","2","3","3","3","3","3","1","2","2","3","4","3","2","3","3","4","3","4","4","4","2","4","2","2","4","4","4","4","3","3","4","3","4","4","4","4","4","4","4","3","3","4","4","4","4","4","4","4","4","4","3","4","4","4","1627194"
"58",58,144,121,"1030","23.11669921875","113.25","3",NA,"1","2","3","3","2",1.62,17.5278158817253,162,"46","2","1","5","3","2","5","1","1","3","3","3","3","1","3","3","3","5","5","1","3","4","4","2","2","5","5","3","4","4","4","5","5","5","4","4","5","6","7","5","5","4","5","6","5","5","7","7","5","3","1","3","3","3","2","3","3","3","4","3","3","3","2","4","4","2","2","1","4","2","3","2","4","3","2","3","4","2","4","3","3","3","4","2","2","4","2","2","4","4","2","4","3","4","4","4","4","4","4","3","2","5","3","4","3","4","4","4","4","4","3","4","3","3","4","1844824"
"146",146,131,84,"601","30.29400634765625","120.16189575195313","3",NA,"1","3","4","7","5",1.66,17.4190738859051,166,"48","4","3","6","6","6","5","5","2","4","3","3","4","3","5","4","2","5","3","3","2","2","4","3","4","5","3","3","4","4","3","7","6","7","5","7","7","7","7","4","7","7","3","6","7","7","7","6","3","4","5","2","5","5","4","3","4","2","2","4","4","2","3","3","2","2","3","1","4","2","3","2","4","2","4","4","4","2","4","4","5","2","5","2","2","4","3","3","4","2","3","4","3","4","3","3","2","5","2","4","2","2","2","2","4","3","2","2","3","4","3","5","3","2","3","1843716"
"54",54,65,111,"435","23.11669921875","113.25","3",NA,"1","3","5","7","4",1.68,17.3611111111111,168,"49","9","3","6","5","4","5","3","1","5","5","4","5","2","5","5","5","5","4","5","5","1","2","2","3","5","2","2","4","4","2","7","7","6","7","7","5","7","7","6","7","7","5","7","7","6","7","7","4","4","5","1","4","5","4","5","4","1","5","4","4","1","1","2","2","1","4","1","5","1","2","2","5","4","4","5","5","2","4","5","5","1","5","2","1","5","4","5","4","2","2","4","4","4","4","5","4","4","5","4","4","5","5","5","4","5","5","4","5","4","3","5","4","4","4","1753499"
"37",37,143,108,"877","21.319900512695313","110.57229614257813","3",NA,"1","2","4","5","4",1.63,17.3134103654635,163,"46","6","4","2","6","3","5","1","1","4","4","4","5","2","4","5","5","5","5","5","5","2","2","4","5","5","4","4","5","5","4","7","4","7","4","6","7","2","7","6","7","4","7","4","4","6","4","4","4","1","1","5","1","2","3","4","2","2","3","4","4","2","2","4","4","2","2","1","4","2","4","2","4","4","4","4","4","2","4","4","4","2","4","2","2","5","5","5","4","2","4","5","2","5","5","2","2","4","4","2","2","2","4","5","2","4","4","4","4","2","1","5","1","1","2","1844806"
"176",176,110,319,"513","31.044906616210938","121.40121459960938","3",NA,"1","3","6","8","4",1.7,17.3010380622837,170,"50","19","11","5","4","5","5","4","2","4","5","5","4","3","4","5","4","4","3","4","4","4","3","2","4","5","5","4","4","4","2","6","5","6","7","6","7","5","7","6","5","6","6","6","5","7","6","5","4","4","4","1","4","4","4","5","4","2","4","4","4","1","1","4","2","1","4","1","4","1","1","3","4","4","5","4","4","1","4","4","5","1","5","1","1","4","4","5","4","2","1","4","2","4","4","3","4","4","5","4","4","4","4","4","5","4","5","4","4","4","4","4","4","4","5","1837202"
"186",186,58,214,"916","40.637298583984375","122.50250244140625","3",NA,"1","3","4","2","5",1.7,17.3010380622837,170,"50","3","1","1","1","1","5","4","1","3","3","3","4","2","5","5","5","3","3","3","5","2","2","2","5","5","2","3","4","3","3","7","6","5","7","7","6","5","7","4","7","6","4","6","6","4","7","6","5","3","2","3","4","5","5","4","4","2","4","3","4","2","1","2","2","2","4","1","5","2","3","2","4","2","3","5","5","2","5","4","5","2","4","2","2","5","3","5","4","3","4","5","1","3","3","4","3","4","4","3","1","3","3","4","3","4","2","5","3","4","3","4","3","3","3","1737512"
"130",130,180,439,"822","24.47979736328125","118.0819091796875","3",NA,"1","2","5","7","5",1.6,17.1875,160,"44","31","11","4","4","5","5","1","1","3","2","1","2","2","5","2","2","5","5","2","2","3","2","4","4","5","5","3","4","4","4","7","7","7","7","5","6","4","7","6","6","6","6","4","4","5","5","6","5","4","4","2","3","4","4","4","4","2","4","4","4","2","2","4","2","2","4","1","4","3","4","2","4","2","4","4","4","4","4","2","2","4","4","4","4","2","1","1","4","4","4","1","1","2","2","4","3","3","4","3","2","4","4","4","2","3","4","4","3","4","3","4","2","2","3","1845240"
"51",51,152,240,"928","23.028701782226563","113.13409423828125","3",NA,"1","2","6","5","4",1.62,17.1467764060357,162,"45","7","5","3","4","3","5","5","1","2","3","3","4","2","3","3","2","3","2","4","2","4","2","4","4","5","4","4","4","4","4","4","5","5","5","6","5","5","7","4","6","6","6","6","4","5","6","6","3","3","4","2","4","3","2","3","3","4","4","3","2","2","1","1","1","2","4","1","4","2","4","2","4","1","4","3","4","3","4","4","4","2","4","2","2","4","2","2","4","4","5","2","1","2","2","2","3","4","4","2","2","2","3","2","3","2","2","4","3","4","3","2","2","3","3","1844918"
